subjectId	otherPartyId	duration	direction	date
1	1	0	Outgoing	2004-11-13 17:31:27.999995
1	46	165	Incoming	2004-11-14 16:58:39.000003
1	46	128	Outgoing	2004-11-14 21:41:33
1	46	7	Outgoing	2004-11-22 17:59:34.000004
1	46	369	Outgoing	2004-11-22 21:58:34.000004
1	46	0	Outgoing	2004-11-22 23:39:57.999995
1	46	0	Outgoing	2004-11-23 09:53:15.999999
1	46	0	Outgoing	2004-11-23 09:53:25
1	19	0	Outgoing	2004-11-26 11:43:26.000004
1	46	0	Outgoing	2004-11-26 15:15:16.000004
1	68	48	Outgoing	2004-11-27 11:16:37
1	68	49	Incoming	2004-11-27 11:17:08.000003
1	68	7	Outgoing	2004-11-27 11:39:55.999996
1	46	8	Outgoing	2004-12-02 14:50:14.000003
1	46	76	Outgoing	2004-12-02 14:55:39.999995
1	46	340	Outgoing	2004-12-02 14:57:36
1	19	21	Outgoing	2004-12-14 00:07:29.999997
1	19	138	Incoming	2004-12-14 00:09:44.000004
1	46	60	Incoming	2004-12-15 13:28:13
1	46	8	Incoming	2004-12-17 12:07:29.000002
1	46	22	Outgoing	2004-12-17 12:08:06.000003
1	46	391	Outgoing	2004-12-19 15:38:33
1	46	22	Incoming	2004-12-19 18:24:18.999996
1	46	61	Outgoing	2004-12-19 18:29:33.000002
1	46	29	Incoming	2004-12-20 12:30:17.000005
2	6	228	Outgoing	2004-09-26 23:44:29.999998
2	10	113	Incoming	2004-09-27 00:13:45.999999
2	10	47	Incoming	2004-09-27 01:05:35.000004
2	10	311	Outgoing	2004-09-27 23:52:28.999995
2	10	45	Incoming	2004-09-29 19:55:04.999997
2	10	21	Incoming	2004-09-29 21:26:55.000004
2	16	27	Incoming	2004-10-01 21:30:12.999997
2	16	24	Incoming	2004-10-01 22:03:38.999999
2	16	11	Outgoing	2004-10-01 22:13:28.999997
2	10	26	Outgoing	2004-10-02 18:00:52.000003
2	10	166	Outgoing	2004-10-03 20:36:40.999998
2	10	59	Incoming	2004-10-03 23:53:31.000001
2	10	830	Outgoing	2004-10-05 01:43:47.999998
2	10	497	Incoming	2004-10-05 23:34:38.999995
2	10	51	Outgoing	2004-10-06 20:37:43.000003
2	10	66	Outgoing	2004-10-07 00:42:49
2	16	966	Outgoing	2004-10-07 00:59:26.999998
2	10	64	Outgoing	2004-10-07 21:46:37
2	10	992	Incoming	2004-10-13 01:47:17.999996
2	10	228	Outgoing	2004-10-14 00:59:45.999995
2	10	19	Incoming	2004-10-14 11:14:29.999995
2	10	23	Incoming	2004-10-14 22:02:37.999998
2	10	80	Incoming	2004-10-14 22:03:24
2	10	362	Outgoing	2004-10-14 23:38:52.000001
2	10	0	Outgoing	2004-10-16 16:13:50.000004
2	10	25	Outgoing	2004-10-16 16:14:44.000003
2	10	139	Outgoing	2004-10-16 16:27:11.999999
2	10	3	Incoming	2004-10-17 12:11:21.000001
2	10	0	Outgoing	2004-10-20 15:13:10.000003
2	10	27	Outgoing	2004-10-20 23:15:34
2	6	143	Incoming	2004-10-21 02:03:49.999996
2	76	0	Outgoing	2004-10-25 11:57:52.000004
2	6	69	Outgoing	2004-10-25 20:17:16
2	6	0	Outgoing	2004-10-25 23:31:34.999998
2	6	0	Outgoing	2004-10-25 23:31:58.000004
2	6	0	Outgoing	2004-10-25 23:32:28.999996
2	6	311	Outgoing	2004-10-25 23:33:48
2	76	263	Incoming	2004-10-26 14:24:48.999997
2	10	8	Outgoing	2004-10-26 19:56:44.999998
2	10	8	Outgoing	2004-10-26 20:11:23.000004
2	6	20	Outgoing	2004-10-27 15:06:44.999999
2	10	28	Outgoing	2004-10-28 22:47:54.000002
2	6	54	Incoming	2004-10-28 23:48:49.000002
2	6	55	Outgoing	2004-10-29 00:27:03.999996
2	76	140	Outgoing	2004-10-29 21:54:22.000003
2	76	46	Outgoing	2004-10-29 22:06:20.999995
2	76	8	Outgoing	2004-10-29 22:52:36.000001
2	6	471	Outgoing	2004-10-30 13:10:47.000001
2	6	45	Incoming	2004-10-30 19:52:12
2	6	10	Outgoing	2004-10-30 20:34:21.000003
2	10	23	Outgoing	2004-10-30 20:38:20.000004
2	10	39	Incoming	2004-10-30 20:38:57.999999
2	76	98	Outgoing	2004-10-30 22:47:08
2	6	85	Incoming	2004-10-30 23:53:47.000005
2	6	82	Outgoing	2004-10-31 00:10:55.000001
2	6	36	Outgoing	2004-10-31 00:30:56.999999
2	76	162	Outgoing	2004-10-31 02:26:02.999998
2	76	70	Incoming	2004-10-31 03:33:32.000003
2	76	91	Outgoing	2004-10-31 03:44:40.999996
2	10	85	Outgoing	2004-11-01 01:06:36.000005
2	6	190	Outgoing	2004-11-02 10:53:56
2	6	138	Incoming	2004-11-02 23:07:22.000003
2	6	0	Outgoing	2004-11-03 00:25:02.000004
2	6	129	Outgoing	2004-11-03 00:25:45.999996
2	6	28	Outgoing	2004-11-03 00:44:21.999998
2	76	22	Outgoing	2004-11-05 01:36:44.999999
2	16	45	Outgoing	2004-11-05 21:06:20.999999
2	76	72	Outgoing	2004-11-06 16:49:40
2	76	18	Outgoing	2004-11-06 17:54:15.000004
2	6	64	Outgoing	2004-11-07 11:17:01.999995
2	6	102	Outgoing	2004-11-07 12:14:32.999996
2	6	31	Outgoing	2004-11-07 12:25:10.999995
2	76	56	Incoming	2004-11-07 13:50:57.999999
2	10	83	Outgoing	2004-11-07 15:43:07.000003
2	10	7	Outgoing	2004-11-10 15:24:49.000004
2	6	8	Outgoing	2004-11-10 15:25:08.000001
2	10	16	Outgoing	2004-11-10 15:25:52.000004
2	10	72	Incoming	2004-11-11 19:01:23.000002
2	16	0	Outgoing	2004-11-11 20:09:10.000001
2	10	1188	Outgoing	2004-11-12 01:00:53.000004
2	10	520	Outgoing	2004-11-13 19:14:07.000002
2	6	628	Incoming	2004-11-13 23:25:14.999997
2	6	59	Outgoing	2004-11-15 14:46:59.000005
2	6	72	Incoming	2004-11-16 23:18:13.999997
2	6	40	Outgoing	2004-11-17 00:15:14.000005
2	6	0	Outgoing	2004-11-17 13:54:53.999997
2	6	12	Outgoing	2004-11-17 13:56:31.999998
2	6	0	Outgoing	2004-11-18 18:57:46.000003
2	10	119	Outgoing	2004-11-18 18:58:49.999997
2	10	0	Outgoing	2004-11-18 20:45:14.999996
2	10	1	Outgoing	2004-11-18 20:46:54.000002
2	10	0	Outgoing	2004-11-18 20:47:12.000005
2	10	49	Incoming	2004-11-18 20:47:18.999997
2	10	16	Incoming	2004-11-18 20:55:16.000005
2	10	2	Incoming	2004-11-18 21:04:59.000001
2	6	0	Incoming	2004-11-19 22:36:02.999996
2	6	32	Incoming	2004-11-19 22:36:57.999999
2	10	44	Outgoing	2004-11-19 23:42:53.000002
2	16	0	Outgoing	2004-11-23 16:02:24.000003
2	10	184	Outgoing	2004-11-23 17:40:50.000005
2	6	359	Outgoing	2004-11-24 17:32:59.000005
2	6	38	Outgoing	2004-11-24 18:06:02.000001
2	6	1175	Incoming	2004-11-26 12:03:46.000005
2	6	23	Outgoing	2004-11-27 13:43:10.999998
2	6	290	Incoming	2004-11-27 16:18:06.999998
2	6	26	Incoming	2004-11-29 11:07:56
2	16	18	Incoming	2004-11-30 23:11:36.000003
2	10	16	Incoming	2004-12-01 00:39:23.000001
2	10	0	Outgoing	2004-12-01 01:42:37.999996
2	10	335	Outgoing	2004-12-01 23:39:23.000004
2	10	12	Outgoing	2004-12-03 13:56:26.999995
2	10	194	Outgoing	2004-12-04 12:24:14.999997
2	10	197	Outgoing	2004-12-05 12:33:58.000003
2	6	8	Outgoing	2004-12-06 20:38:07.000004
2	10	158	Outgoing	2004-12-06 20:38:44.999999
2	6	7	Outgoing	2004-12-06 20:45:12.000002
2	6	39	Outgoing	2004-12-06 20:49:33.999999
2	6	9	Outgoing	2004-12-07 00:51:07.000004
2	10	260	Outgoing	2004-12-10 22:41:47.999995
2	10	59	Outgoing	2004-12-13 20:57:23
2	10	40	Incoming	2004-12-15 20:11:42.000001
2	10	24	Outgoing	2004-12-15 22:23:31.000001
2	10	0	Outgoing	2004-12-15 22:24:04.000003
2	10	0	Outgoing	2004-12-15 22:25:29.999999
2	10	117	Outgoing	2004-12-15 22:25:54
2	10	603	Incoming	2004-12-16 23:40:52.999999
2	10	449	Outgoing	2004-12-19 15:58:45.000004
2	10	640	Outgoing	2004-12-21 18:23:20.000004
2	16	3	Outgoing	2004-12-23 15:19:12.000001
4	17	14	Outgoing	2004-09-24 13:55:10.000001
4	17	59	Outgoing	2004-09-25 16:46:14.000001
4	17	26	Incoming	2004-09-25 17:14:40.000001
4	17	42	Outgoing	2004-09-25 17:19:12.999999
4	17	0	Outgoing	2004-09-25 18:06:50.999997
4	17	103	Outgoing	2004-09-25 22:31:38.999999
4	17	57	Incoming	2004-09-26 11:54:54.000003
4	17	33	Outgoing	2004-09-26 16:58:32.000001
4	17	104	Outgoing	2004-09-26 17:01:02.000002
4	17	8	Outgoing	2004-09-30 18:51:28.000001
4	17	53	Outgoing	2004-09-30 18:53:02.000004
4	17	11	Incoming	2004-09-30 18:59:17.999996
4	17	10	Outgoing	2004-09-30 19:47:41.999996
4	17	178	Outgoing	2004-10-01 16:56:39.000001
4	17	107	Incoming	2004-10-01 17:00:12.999997
4	17	0	Outgoing	2004-10-01 18:31:08
4	17	31	Outgoing	2004-10-01 19:14:27.999999
4	17	108	Incoming	2004-10-01 21:44:49.999997
4	17	106	Incoming	2004-10-01 23:05:03.000003
4	67	18	Incoming	2004-10-04 11:49:15.000002
4	67	75	Incoming	2004-10-04 11:52:04
4	67	45	Incoming	2004-10-04 11:54:45.000002
4	17	103	Incoming	2004-10-06 14:51:41.000004
4	17	43	Outgoing	2004-10-12 21:06:02.000001
4	17	43	Outgoing	2004-10-12 21:09:26.000001
4	17	19	Outgoing	2004-10-12 21:50:15.999999
4	17	113	Outgoing	2004-10-12 22:54:40.000002
4	17	13	Outgoing	2004-10-12 23:57:28.999998
4	0	59	Incoming	2004-10-13 21:36:38
4	0	14	Outgoing	2004-10-14 23:12:02.000003
4	0	93	Outgoing	2004-10-15 19:10:56.999997
4	0	18	Outgoing	2004-10-15 19:52:49.000001
4	17	40	Outgoing	2004-10-15 19:58:58.000001
4	17	30	Outgoing	2004-10-15 21:56:34.000001
4	0	375	Outgoing	2004-10-16 02:16:07.000002
4	46	23	Outgoing	2004-10-17 13:54:10.000004
4	46	503	Incoming	2004-10-17 14:48:06.999998
4	46	501	Outgoing	2004-10-17 18:00:19.000001
4	46	481	Outgoing	2004-10-17 18:34:52.000002
4	0	74	Outgoing	2004-10-18 00:50:23.999996
4	23	0	Outgoing	2004-10-19 18:40:42.999999
4	17	170	Outgoing	2004-10-19 20:52:13.000002
4	0	33	Outgoing	2004-10-19 20:55:42.999999
4	17	46	Incoming	2004-10-19 20:56:34.999999
4	0	109	Incoming	2004-10-19 20:57:52.999998
4	0	0	Outgoing	2004-10-19 21:42:45.000001
4	0	8	Outgoing	2004-10-19 21:43:13
4	0	36	Incoming	2004-10-19 21:45:17.000002
4	17	178	Outgoing	2004-10-19 23:17:32.000004
4	17	454	Outgoing	2004-10-20 00:18:29.999998
4	23	0	Outgoing	2004-10-20 16:59:24.000001
4	23	0	Outgoing	2004-10-20 16:59:35.999996
4	23	16	Outgoing	2004-10-20 17:00:32.000004
4	23	46	Outgoing	2004-10-20 17:02:03.000003
4	67	19	Incoming	2004-10-20 18:39:28.000004
4	46	28	Incoming	2004-10-20 19:35:28.999999
4	17	46	Incoming	2004-10-20 19:36:20.000004
4	46	27	Incoming	2004-10-20 20:34:19.999998
4	46	7	Incoming	2004-10-20 20:49:15.999996
4	0	7	Outgoing	2004-10-20 22:05:37.000003
4	17	0	Outgoing	2004-10-20 23:27:13.999995
4	17	24	Outgoing	2004-10-20 23:37:54.999999
4	0	0	Outgoing	2004-10-20 23:43:50.000004
4	0	8	Outgoing	2004-10-20 23:44:33.000002
4	17	9	Outgoing	2004-10-20 23:45:19.999999
4	17	0	Outgoing	2004-10-20 23:55:48.000002
4	17	0	Outgoing	2004-10-20 23:56:14.999997
4	17	0	Outgoing	2004-10-20 23:57:19.999996
4	0	33	Outgoing	2004-10-20 23:58:55.999998
4	17	19	Outgoing	2004-10-21 00:08:43.000003
4	17	0	Outgoing	2004-10-21 00:25:06.999997
4	17	17	Outgoing	2004-10-21 16:48:29.000003
4	17	85	Outgoing	2004-10-21 19:31:05.000003
4	17	196	Incoming	2004-10-21 20:51:43.999998
4	17	29	Incoming	2004-10-23 01:52:32.999997
4	17	283	Incoming	2004-10-23 18:06:54.999995
4	17	8	Outgoing	2004-10-23 20:46:54.000002
4	17	32	Incoming	2004-10-23 20:52:33.999998
4	17	0	Incoming	2004-10-23 21:52:20.999995
4	17	52	Incoming	2004-10-23 21:59:15.999997
4	17	31	Outgoing	2004-10-23 22:21:38.999995
4	17	78	Outgoing	2004-10-23 22:40:29.000001
4	17	454	Outgoing	2004-10-24 01:09:20
4	0	187	Outgoing	2004-10-24 01:23:31.000001
4	17	0	Incoming	2004-10-24 01:30:00.000003
4	17	782	Outgoing	2004-10-24 01:30:15.000002
4	17	67	Incoming	2004-10-25 23:07:46.000004
4	17	57	Outgoing	2004-10-26 14:26:06.000002
4	23	4	Outgoing	2004-10-27 19:01:51.999996
4	17	93	Outgoing	2004-10-27 20:31:16
4	17	70	Outgoing	2004-10-27 20:33:35.999995
4	17	45	Outgoing	2004-10-27 20:41:41
4	23	8	Outgoing	2004-10-29 15:28:26.999998
4	0	251	Incoming	2004-10-30 17:28:55.999995
4	17	56	Outgoing	2004-10-30 17:46:17.000001
4	0	39	Outgoing	2004-10-30 18:45:06.000001
4	17	126	Outgoing	2004-10-30 18:46:03.999998
4	17	27	Incoming	2004-10-30 18:56:37.999999
4	17	12	Outgoing	2004-10-30 19:14:48.000001
4	17	30	Incoming	2004-10-30 19:27:30.000002
4	0	13	Outgoing	2004-10-30 19:31:59.999996
4	17	22	Incoming	2004-10-30 19:33:43.000001
4	0	54	Incoming	2004-10-30 23:24:46.999998
4	17	25	Outgoing	2004-10-30 23:30:46.999997
4	17	0	Incoming	2004-10-30 23:33:14.000004
4	0	193	Outgoing	2004-10-31 00:25:56.999997
4	17	283	Outgoing	2004-10-31 00:29:42.999998
4	17	122	Outgoing	2004-10-31 01:24:41.000004
4	17	144	Outgoing	2004-10-31 10:30:09.999999
4	17	62	Incoming	2004-10-31 10:34:59.999996
4	17	24	Outgoing	2004-10-31 12:05:28.999999
4	17	11	Incoming	2004-10-31 16:42:41
4	17	38	Outgoing	2004-10-31 17:19:20.999996
4	17	11	Outgoing	2004-10-31 17:34:40
4	17	41	Outgoing	2004-11-04 16:33:02.999996
4	17	6	Outgoing	2004-11-06 01:16:58
4	17	107	Outgoing	2004-11-06 23:09:54.000003
4	17	102	Outgoing	2004-11-07 00:36:17.000004
4	17	18	Outgoing	2004-11-07 02:04:56.999995
4	17	18	Outgoing	2004-11-07 02:05:25.000004
4	17	7	Outgoing	2004-11-07 02:06:12.000001
4	0	0	Outgoing	2004-11-08 14:19:24
4	17	29	Outgoing	2004-11-11 22:17:18.000003
4	17	0	Incoming	2004-11-12 22:00:31.999997
4	0	70	Incoming	2004-11-12 22:02:45
4	17	28	Outgoing	2004-11-12 22:04:12.999996
4	0	15	Outgoing	2004-11-12 22:14:22.999996
4	0	0	Outgoing	2004-11-13 17:50:27.000003
4	0	17	Incoming	2004-11-13 17:52:26.999996
4	17	25	Outgoing	2004-11-13 23:33:18.999997
4	17	168	Incoming	2004-11-17 00:48:32
4	17	72	Incoming	2004-11-17 00:51:37.000002
4	23	9	Outgoing	2004-11-24 16:42:15
4	23	54	Incoming	2004-11-24 17:24:46.999998
4	17	78	Incoming	2004-11-26 14:36:57.000001
4	17	169	Outgoing	2004-12-01 02:19:24
4	17	67	Incoming	2004-12-01 02:24:05.000004
4	17	50	Incoming	2004-12-01 17:41:57.999998
4	17	11	Outgoing	2004-12-02 04:29:40.000001
4	0	25	Outgoing	2004-12-04 16:15:43.999999
4	17	0	Incoming	2004-12-05 14:54:30.999997
4	17	0	Outgoing	2004-12-05 17:22:49.999999
4	17	52	Outgoing	2004-12-05 17:25:34.999999
4	0	88	Incoming	2004-12-06 23:26:30.999997
4	0	31	Outgoing	2004-12-08 15:49:27.999998
4	0	29	Outgoing	2004-12-11 03:19:36.999996
4	0	16	Outgoing	2004-12-14 01:00:35.999996
4	0	12	Incoming	2004-12-14 01:01:04.000005
4	0	35	Outgoing	2004-12-14 19:58:04.000002
4	17	43	Outgoing	2004-12-16 22:14:48.000001
4	0	112	Incoming	2004-12-16 22:34:46.000001
4	0	75	Incoming	2004-12-17 00:13:40.999996
4	17	15	Outgoing	2004-12-17 00:15:40.000004
4	17	136	Incoming	2004-12-17 00:24:53.999997
4	0	13	Outgoing	2004-12-17 00:27:53.000002
4	0	39	Outgoing	2004-12-17 00:35:44.999996
4	17	15	Outgoing	2004-12-17 00:51:00.999997
4	0	51	Outgoing	2004-12-17 00:51:54.000001
4	0	7	Outgoing	2004-12-17 01:00:53.999999
4	0	35	Outgoing	2004-12-17 01:43:27.999996
4	17	56	Incoming	2004-12-17 12:33:58.999998
4	0	129	Incoming	2004-12-17 18:30:47.999998
4	17	163	Incoming	2004-12-17 19:03:33.999996
4	17	56	Incoming	2004-12-17 19:12:31
4	17	24	Incoming	2004-12-17 20:38:30
4	17	27	Incoming	2004-12-17 21:32:03.999998
4	0	31	Outgoing	2004-12-18 03:16:34.000003
4	17	31	Outgoing	2004-12-18 03:17:48.999999
4	17	17	Incoming	2004-12-18 03:18:01.999999
4	17	20	Outgoing	2004-12-18 15:15:13
4	17	17	Outgoing	2004-12-18 17:16:20.999997
4	17	0	Outgoing	2004-12-18 17:41:59.000003
4	0	34	Outgoing	2004-12-19 00:14:32.000001
4	0	51	Outgoing	2004-12-19 00:15:44.000003
4	17	20	Incoming	2004-12-20 18:57:22.000002
4	17	85	Incoming	2004-12-21 19:09:57.000001
4	17	311	Incoming	2004-12-25 18:55:03.000002
4	17	85	Incoming	2004-12-26 20:02:37
4	17	0	Outgoing	2004-12-27 18:28:41.000003
4	17	0	Outgoing	2004-12-27 18:29:00
4	17	21	Outgoing	2004-12-27 19:26:03.999996
4	17	68	Incoming	2004-12-27 19:56:26.999995
4	17	24	Incoming	2004-12-28 21:53:06.999997
4	17	12	Incoming	2004-12-28 22:59:03.000004
4	17	46	Incoming	2004-12-31 03:36:17.999998
4	17	96	Outgoing	2004-12-31 13:22:11.999997
4	17	36	Outgoing	2004-12-31 13:56:09.999997
4	17	12	Incoming	2004-12-31 14:09:39.000004
4	17	34	Outgoing	2005-01-01 01:23:21.000005
4	17	34	Outgoing	2005-01-01 02:51:54.999999
4	17	39	Outgoing	2005-01-01 05:00:47.999998
4	17	134	Outgoing	2005-01-02 01:45:29.000004
4	17	28	Incoming	2005-01-05 23:15:58.999995
4	17	26	Outgoing	2005-01-05 23:57:26.999998
4	0	43	Outgoing	2005-01-05 23:58:15
4	17	122	Incoming	2005-01-05 23:59:36.000003
4	0	337	Outgoing	2005-01-06 00:12:24.000001
4	0	22	Outgoing	2005-01-06 00:19:27
4	17	31	Incoming	2005-01-06 01:11:39.999995
4	17	128	Outgoing	2005-01-06 01:58:54.999997
4	17	0	Outgoing	2005-01-06 02:05:22
4	17	14	Outgoing	2005-01-06 02:06:04.999998
6	10	21	Incoming	2004-09-23 19:02:11.999998
6	10	24	Outgoing	2004-09-23 19:44:47
6	2	7	Outgoing	2004-09-26 20:05:40.999998
6	10	0	Outgoing	2004-09-26 20:26:10
6	10	0	Outgoing	2004-09-26 20:28:01.999996
6	2	225	Incoming	2004-09-26 20:45:32.999999
6	10	165	Outgoing	2004-09-27 07:26:47.000004
6	10	13	Outgoing	2004-09-27 10:43:49.999997
6	10	17	Outgoing	2004-09-28 15:36:56.999998
6	10	50	Incoming	2004-09-28 16:19:32
6	10	92	Incoming	2004-09-28 17:41:37.999996
6	10	131	Outgoing	2004-09-29 06:58:57
